Value,Time (hour),algorithm
,,
77.623,400,PPO
74.1986,400,PPO
78.4492,400,PPO
78.7647,400,PPO
74.3954,400,PPO
76.3472,400,PPO
74.0408,400,PPO
77.6928,400,PPO
75.9139,400,PPO
79.4366,400,PPO
81.5602,400,PPO
78.4361,400,PPO
69.459,400,PPO
74.7885,400,PPO
80.8962,400,PPO
63.0008,400,PPO
80.8383,400,PPO
75.6037,400,PPO
68.9238,400,PPO
75.096,400,PPO
,,
126.3938,500,GTrPO
127.1146,500,GTrPO
127.7562,500,GTrPO
122.6612,500,GTrPO
111.4944,500,GTrPO
127.0721,500,GTrPO
124.825,500,GTrPO
130.5909,500,GTrPO
120.2799,500,GTrPO
131.8288,500,GTrPO
131.0158,500,GTrPO
131.915,500,GTrPO
136.3178,500,GTrPO
131.8859,500,GTrPO
129.6824,500,GTrPO
122.8227,500,GTrPO
126.4806,500,GTrPO
132.1742,500,GTrPO
132.0262,500,GTrPO
128.6203,500,GTrPO
,,
98.7508,500,SAC
102.513,500,SAC
122.4423,500,SAC
118.6403,500,SAC
117.5321,500,SAC
119.2042,500,SAC
104.8139,500,SAC
119.6279,500,SAC
121.4046,500,SAC
121.0212,500,SAC
118.9512,500,SAC
116.1625,500,SAC
121.2691,500,SAC
108.8743,500,SAC
123.6529,500,SAC
125.1579,500,SAC
123.7315,500,SAC
120.7035,500,SAC
113.77,500,SAC
112.1362,500,SAC
,,
74.812,500,DuelingDQN
70.3973,500,DuelingDQN
70.8951,500,DuelingDQN
66.9787,500,DuelingDQN
64.2595,500,DuelingDQN
71.6649,500,DuelingDQN
70.7486,500,DuelingDQN
67.3709,500,DuelingDQN
72.4831,500,DuelingDQN
73.394,500,DuelingDQN
70.88,500,DuelingDQN
68.0307,500,DuelingDQN
70.2699,500,DuelingDQN
69.6619,500,DuelingDQN
71.1662,500,DuelingDQN
69.759,500,DuelingDQN
69.2052,500,DuelingDQN
71.7072,500,DuelingDQN
75.2459,500,DuelingDQN
74.6785,500,DuelingDQN
,,
90.4408,500,PPO
91.5633,500,PPO
89.6139,500,PPO
92.6991,500,PPO
95.3266,500,PPO
85.2051,500,PPO
92.9882,500,PPO
90.2138,500,PPO
90.8957,500,PPO
88.3158,500,PPO
90.3231,500,PPO
90.6675,500,PPO
87.8026,500,PPO
88.2407,500,PPO
97.3492,500,PPO
90.4951,500,PPO
91.6883,500,PPO
88.0985,500,PPO
94.197,500,PPO
91.7755,500,PPO
,,
,,
36.9059,200,DRQN
39.269,200,DRQN
39.4467,200,DRQN
41.2837,200,DRQN
36.2149,200,DRQN
40.6243,200,DRQN
37.3933,200,DRQN
42.6411,200,DRQN
41.0173,200,DRQN
38.0616,200,DRQN
37.2765,200,DRQN
38.1898,200,DRQN
41.588,200,DRQN
40.1036,200,DRQN
43.7195,200,DRQN
38.8799,200,DRQN
41.9238,200,DRQN
44.8729,200,DRQN
42.1359,200,DRQN
37.3617,200,DRQN
,,
,,
41.161,300,DRQN
46.1981,300,DRQN
45.0089,300,DRQN
46.5953,300,DRQN
46.4943,300,DRQN
44.9653,300,DRQN
47.246,300,DRQN
45.693,300,DRQN
47.9743,300,DRQN
44.3514,300,DRQN
52.6249,300,DRQN
46.1868,300,DRQN
51.4311,300,DRQN
44.7901,300,DRQN
48.6744,300,DRQN
43.8964,300,DRQN
42.643,300,DRQN
53.5206,300,DRQN
46.4334,300,DRQN
43.3411,300,DRQN
,,
48.7422,400,DRQN
52.1602,400,DRQN
54.8865,400,DRQN
53.003,400,DRQN
58.7502,400,DRQN
51.9625,400,DRQN
52.3597,400,DRQN
50.6524,400,DRQN
56.411,400,DRQN
51.694,400,DRQN
51.4419,400,DRQN
48.0331,400,DRQN
50.6277,400,DRQN
50.8137,400,DRQN
55.2109,400,DRQN
48.8211,400,DRQN
57.0273,400,DRQN
53.0524,400,DRQN
57.5452,400,DRQN
49.9884,400,DRQN
,,
53.1438,500,DRQN
59.4482,500,DRQN
57.0157,500,DRQN
56.6356,500,DRQN
59.2428,500,DRQN
59.12,500,DRQN
58.2387,500,DRQN
57.725,500,DRQN
57.795,500,DRQN
56.9508,500,DRQN
63.3249,500,DRQN
63.8125,500,DRQN
60.1429,500,DRQN
56.83,500,DRQN
65.3727,500,DRQN
61.2768,500,DRQN
57.8016,500,DRQN
57.3748,500,DRQN
57.3328,500,DRQN
59.0359,500,DRQN
,,
47.7872,200,TRPO
50.397,200,TRPO
49.0021,200,TRPO
45.0884,200,TRPO
49.8678,200,TRPO
51.5362,200,TRPO
48.926,200,TRPO
41.2642,200,TRPO
49.3768,200,TRPO
55.9402,200,TRPO
43.4955,200,TRPO
53.158,200,TRPO
45.7183,200,TRPO
47.7032,200,TRPO
50.8749,200,TRPO
45.6737,200,TRPO
46.9778,200,TRPO
45.2282,200,TRPO
48.7339,200,TRPO
53.6604,200,TRPO
,,
66.2666,300,TRPO
62.8978,300,TRPO
65.6149,300,TRPO
59.1666,300,TRPO
62.7552,300,TRPO
64.326,300,TRPO
61.3579,300,TRPO
65.2418,300,TRPO
61.0428,300,TRPO
69.2008,300,TRPO
66.5237,300,TRPO
62.6874,300,TRPO
66.5988,300,TRPO
65.5494,300,TRPO
62.125,300,TRPO
68.7301,300,TRPO
63.9499,300,TRPO
64.9431,300,TRPO
68.5421,300,TRPO
61.8207,300,TRPO
,,
82.7855,400,TRPO
81.9857,400,TRPO
81.6411,400,TRPO
81.122,400,TRPO
73.2976,400,TRPO
81.0034,400,TRPO
85.78,400,TRPO
69.6599,400,TRPO
85.7439,400,TRPO
91.7306,400,TRPO
75.18,400,TRPO
75.473,400,TRPO
79.0722,400,TRPO
75.7015,400,TRPO
72.4929,400,TRPO
88.9616,400,TRPO
70.502,400,TRPO
66.0889,400,TRPO
81.4759,400,TRPO
83.9422,400,TRPO
,,
104.6444,500,TRPO
94.7118,500,TRPO
86.8656,500,TRPO
95.6036,500,TRPO
89.0271,500,TRPO
94.5077,500,TRPO
90.0135,500,TRPO
93.9086,500,TRPO
91.9726,500,TRPO
100.9981,500,TRPO
90.8064,500,TRPO
92.3025,500,TRPO
99.4494,500,TRPO
105.1746,500,TRPO
102.1155,500,TRPO
89.3804,500,TRPO
97.7984,500,TRPO
89.0635,500,TRPO
90.2006,500,TRPO
92.8686,500,TRPO
,,
28.2093,200,REINFORCE
29.7695,200,REINFORCE
28.405,200,REINFORCE
30.0322,200,REINFORCE
28.9623,200,REINFORCE
30.1245,200,REINFORCE
29.1004,200,REINFORCE
28.4577,200,REINFORCE
30.1388,200,REINFORCE
28.5394,200,REINFORCE
29.4318,200,REINFORCE
30.1971,200,REINFORCE
28.7836,200,REINFORCE
30.0108,200,REINFORCE
28.7851,200,REINFORCE
30.0883,200,REINFORCE
28.6726,200,REINFORCE
29.8526,200,REINFORCE
28.4746,200,REINFORCE
29.0043,200,REINFORCE
,,
29.2245,300,REINFORCE
31.623,300,REINFORCE
30.8278,300,REINFORCE
30.3723,300,REINFORCE
29.4624,300,REINFORCE
31.4108,300,REINFORCE
31.6152,300,REINFORCE
30.9047,300,REINFORCE
30.4058,300,REINFORCE
29.6436,300,REINFORCE
31.225,300,REINFORCE
29.7114,300,REINFORCE
29.3703,300,REINFORCE
29.4267,300,REINFORCE
31.1305,300,REINFORCE
31.2604,300,REINFORCE
31.3639,300,REINFORCE
30.923,300,REINFORCE
30.9592,300,REINFORCE
30.1493,300,REINFORCE
,,
35.2972,400,REINFORCE
35.3613,400,REINFORCE
35.7609,400,REINFORCE
36.5144,400,REINFORCE
35.756,400,REINFORCE
37.2362,400,REINFORCE
34.948,400,REINFORCE
36.8821,400,REINFORCE
35.5171,400,REINFORCE
36.589,400,REINFORCE
37.1874,400,REINFORCE
35.8266,400,REINFORCE
36.4546,400,REINFORCE
35.945,400,REINFORCE
36.8017,400,REINFORCE
37.3506,400,REINFORCE
37.5115,400,REINFORCE
35.0679,400,REINFORCE
36.0567,400,REINFORCE
34.8835,400,REINFORCE
,,
38.0648,500,REINFORCE
38.0128,500,REINFORCE
39.9764,500,REINFORCE
37.9545,500,REINFORCE
38.5238,500,REINFORCE
38.0712,500,REINFORCE
39.4342,500,REINFORCE
38.0731,500,REINFORCE
38.3782,500,REINFORCE
39.8439,500,REINFORCE
39.8189,500,REINFORCE
38.5745,500,REINFORCE
37.9888,500,REINFORCE
39.1857,500,REINFORCE
38.4832,500,REINFORCE
38.6873,500,REINFORCE
39.7198,500,REINFORCE
39.3594,500,REINFORCE
38.2687,500,REINFORCE
38.3273,500,REINFORCE
,,
47.5,200,MawF
58.45,300,MawF
72.12,400,MawF
86.08,500,MawF
46.03,200,GlwtF
57.75,300,GlwtF
71.41,400,GlwtF
83.15,500,GlwtF
35.67,200,GhpF
53.63,300,GhpF
69.43,400,GhpF
75.32,500,GhpF
