Value,Time (hour),algorithm
30.6319,400,DuelingDQN
28.6555,400,DuelingDQN
28.5927,400,DuelingDQN
28.3042,400,DuelingDQN
29.2217,400,DuelingDQN
29.8802,400,DuelingDQN
29.732,400,DuelingDQN
27.6968,400,DuelingDQN
28.9041,400,DuelingDQN
29.2969,400,DuelingDQN
,,
32.9574,500,DuelingDQN
30.4853,500,DuelingDQN
29.9463,500,DuelingDQN
31.175,500,DuelingDQN
31.1323,500,DuelingDQN
31.4653,500,DuelingDQN
32.1149,500,DuelingDQN
32.2154,500,DuelingDQN
32.3494,500,DuelingDQN
32.0443,500,DuelingDQN
33.1328,500,DuelingDQN
32.0352,500,DuelingDQN
33.1583,500,DuelingDQN
31.8083,500,DuelingDQN
31.1734,500,DuelingDQN
31.2755,500,DuelingDQN
33.3878,500,DuelingDQN
31.3671,500,DuelingDQN
31.1476,500,DuelingDQN
32.1307,500,DuelingDQN
,,
29.1905,200,DRQN
29.8879,200,DRQN
30.1214,200,DRQN
31.3406,200,DRQN
31.0114,200,DRQN
29.7991,200,DRQN
28.4715,200,DRQN
29.0984,200,DRQN
28.871,200,DRQN
29.6739,200,DRQN
29.9432,200,DRQN
31.823,200,DRQN
28.8665,200,DRQN
28.4324,200,DRQN
27.1191,200,DRQN
30.4068,200,DRQN
30.5969,200,DRQN
31.3776,200,DRQN
30.2577,200,DRQN
29.2631,200,DRQN
,,
34.7267,300,DRQN
37.8517,300,DRQN
36.5139,300,DRQN
37.4639,300,DRQN
32.0247,300,DRQN
36.1515,300,DRQN
34.4695,300,DRQN
35.7373,300,DRQN
33.3566,300,DRQN
33.1072,300,DRQN
33.4876,300,DRQN
33.4889,300,DRQN
32.4259,300,DRQN
34.5359,300,DRQN
33.8762,300,DRQN
35.6054,300,DRQN
35.2992,300,DRQN
34.4198,300,DRQN
35.0358,300,DRQN
33.4896,300,DRQN
,,
40.8944,400,DRQN
37.5209,400,DRQN
37.6753,400,DRQN
39.1639,400,DRQN
40.9105,400,DRQN
38.8258,400,DRQN
40.8708,400,DRQN
40.0047,400,DRQN
37.9813,400,DRQN
41.7828,400,DRQN
37.7089,400,DRQN
37.5526,400,DRQN
38.3931,400,DRQN
39.6877,400,DRQN
44.3856,400,DRQN
40.3614,400,DRQN
38.1632,400,DRQN
37.9332,400,DRQN
42.2629,400,DRQN
40.5341,400,DRQN
,,
46.5378,500,DRQN
44.1139,500,DRQN
44.1973,500,DRQN
40.6501,500,DRQN
43.4716,500,DRQN
46.9234,500,DRQN
45.3546,500,DRQN
44.464,500,DRQN
43.6461,500,DRQN
42.7835,500,DRQN
43.1119,500,DRQN
39.9764,500,DRQN
46.5139,500,DRQN
44.6491,500,DRQN
46.9341,500,DRQN
44.1365,500,DRQN
42.5782,500,DRQN
44.5885,500,DRQN
47.3456,500,DRQN
44.4631,500,DRQN
,,
32.4455,200,TRPO
31.9489,200,TRPO
29.8541,200,TRPO
30.8428,200,TRPO
29.2973,200,TRPO
30.2132,200,TRPO
30.2045,200,TRPO
29.1582,200,TRPO
27.4665,200,TRPO
31.5326,200,TRPO
31.7679,200,TRPO
27.7466,200,TRPO
29.1225,200,TRPO
31.7003,200,TRPO
29.1265,200,TRPO
30.9648,200,TRPO
28.1338,200,TRPO
30.0662,200,TRPO
28.8841,200,TRPO
30.0375,200,TRPO
,,
33.6501,300,TRPO
32.6273,300,TRPO
36.5848,300,TRPO
33.2337,300,TRPO
34.6577,300,TRPO
34.5559,300,TRPO
34.2223,300,TRPO
33.998,300,TRPO
33.145,300,TRPO
32.9245,300,TRPO
33.0986,300,TRPO
32.1559,300,TRPO
33.7377,300,TRPO
36.0108,300,TRPO
34.7102,300,TRPO
33.3521,300,TRPO
34.7945,300,TRPO
36.9243,300,TRPO
31.2562,300,TRPO
33.9753,300,TRPO
,,
37.0999,400,TRPO
38.8945,400,TRPO
38.3651,400,TRPO
35.927,400,TRPO
37.4887,400,TRPO
37.6569,400,TRPO
38.7292,400,TRPO
39.0208,400,TRPO
37.4564,400,TRPO
39.7575,400,TRPO
39.1899,400,TRPO
37.6889,400,TRPO
39.543,400,TRPO
38.0186,400,TRPO
37.1239,400,TRPO
38.5128,400,TRPO
37.008,400,TRPO
39.5383,400,TRPO
36.4914,400,TRPO
38.2446,400,TRPO
,,
45.7358,500,TRPO
46.4302,500,TRPO
40.4304,500,TRPO
49.7764,500,TRPO
46.04,500,TRPO
49.5162,500,TRPO
42.9694,500,TRPO
47.3534,500,TRPO
43.7117,500,TRPO
44.3324,500,TRPO
44.9174,500,TRPO
40.3109,500,TRPO
44.3248,500,TRPO
47.7083,500,TRPO
44.0874,500,TRPO
45.1089,500,TRPO
46.751,500,TRPO
43.6208,500,TRPO
48.3166,500,TRPO
43.8323,500,TRPO
,,
20.3699,200,REINFORCE
20.146,200,REINFORCE
21.9429,200,REINFORCE
21.9052,200,REINFORCE
21.6013,200,REINFORCE
21.3737,200,REINFORCE
20.9785,200,REINFORCE
20.9198,200,REINFORCE
20.6438,200,REINFORCE
20.7453,200,REINFORCE
20.5173,200,REINFORCE
20.3158,200,REINFORCE
20.157,200,REINFORCE
21.8601,200,REINFORCE
21.7731,200,REINFORCE
21.5124,200,REINFORCE
21.2788,200,REINFORCE
21.1468,200,REINFORCE
20.9283,200,REINFORCE
20.4763,200,REINFORCE
,,
24.6056,300,REINFORCE
25.8441,300,REINFORCE
23.4096,300,REINFORCE
23.3771,300,REINFORCE
25.0271,300,REINFORCE
25.4899,300,REINFORCE
23.854,300,REINFORCE
23.1507,300,REINFORCE
23.2462,300,REINFORCE
22.1482,300,REINFORCE
24.2419,300,REINFORCE
22.9852,300,REINFORCE
24.4222,300,REINFORCE
22.8688,300,REINFORCE
22.0608,300,REINFORCE
23.3843,300,REINFORCE
22.5988,300,REINFORCE
23.5971,300,REINFORCE
22.4751,300,REINFORCE
23.274,300,REINFORCE
,,
26.1838,400,REINFORCE
23.3652,400,REINFORCE
24.2684,400,REINFORCE
25.0086,400,REINFORCE
27.2092,400,REINFORCE
25.9555,400,REINFORCE
26.2294,400,REINFORCE
25.066,400,REINFORCE
24.0878,400,REINFORCE
26.3498,400,REINFORCE
25.8405,400,REINFORCE
23.7411,400,REINFORCE
26.3783,400,REINFORCE
25.9794,400,REINFORCE
27.0802,400,REINFORCE
25.1275,400,REINFORCE
25.4641,400,REINFORCE
25.3893,400,REINFORCE
25.7635,400,REINFORCE
26.1695,400,REINFORCE
,,
28.4949,500,REINFORCE
29.2333,500,REINFORCE
29.5015,500,REINFORCE
28.1317,500,REINFORCE
28.3084,500,REINFORCE
29.1149,500,REINFORCE
30.4938,500,REINFORCE
29.9052,500,REINFORCE
30.3269,500,REINFORCE
30.0272,500,REINFORCE
30.7085,500,REINFORCE
28.9093,500,REINFORCE
28.5465,500,REINFORCE
32.2221,500,REINFORCE
32.2709,500,REINFORCE
29.809,500,REINFORCE
31.0702,500,REINFORCE
28.8595,500,REINFORCE
29.8624,500,REINFORCE
29.5248,500,REINFORCE
,,
,,
33.16,200,MawF
41.25,300,MawF
47.4,400,MawF
56.74,500,MawF
32.1,200,GlwtF
41.5,300,GlwtF
48.89,400,GlwtF
55.14,500,GlwtF
35.421,200,GhpF
42.4,300,GhpF
50.24,400,GhpF
56.24,500,GhpF
